state_id,recovery_alias_margin_grid_verified,recovery_alias_margin_grid_formula,grid_alias_trigger_verified,grid_alias_a1_verified,grid_alias_m_verified,grid_alias_gamma_verified,recovery_alias_margin_refined,refined_minus_grid_margin,alias_source_refined,alias_trigger_refined,alias_a1_refined,alias_m_refined,alias_gamma_refined,alias_delta_a1_refined,alias_delta_m_refined,alias_gamma_factor_refined
43697,0.010317238862784437,0.010317238940938238,gamma_high,0.13650900710523964,1.1840000000000002,0.15848931924611134,0.005734582413483385,-0.004582656449301052,continuous_direct_verified,gamma_high,0.13550554359769604,1.189328253368149,0.14324086258918323,0.0015373722600765805,0.00943736647604898,1.2
757,0.009980564951446181,0.009980564848692915,a1_low,0.17248838214833576,0.92,0.8709635899560806,0.0035433925704599144,-0.0064371723809862665,continuous_direct_verified,m_high,0.1747743836056107,0.8982512678205967,0.9118096785903982,0.0034686168738043976,0.030000000000000027,1.0688574802134587
4336,0.01155704948671934,0.011557049505927945,m_high,0.050121800937001096,0.6000000000000001,0.9120108393559097,0.011557034551064762,-1.4935654577691304e-08,continuous_direct_verified,m_high,0.05012180079756563,0.5999999955946766,0.912010831700503,0.0012781640882205472,0.03562180629914635,1.086780137734029
3213,0.00984057884464389,0.00984057965563382,gamma_high,0.19753603971711473,1.04,0.08709635899560805,0.0037259768695205924,-0.006114601975123298,continuous_direct_verified,gamma_low,0.19499666114831274,1.0489281343854722,0.059783799370514486,0.0010962890318601815,0.00439405912530999,1.2000000000000002
44918,0.009630991462637755,0.009630991508509682,gamma_low,0.1480483084508037,0.56,0.15848931924611134,0.0040477161563405445,-0.00558327530629721,continuous_direct_verified,gamma_low,0.148118388358948,0.558207957790983,0.1594784865131384,0.0025863408721264747,0.012744626747262733,1.2
14130,0.01125335427498899,0.011253354354264113,gamma_high,0.19997993771695677,0.76,0.02187761623949553,0.0026292501015774466,-0.008624104173411543,continuous_direct_verified,gamma_high,0.1999998749462727,0.7614607404973706,0.02182274102564419,0.000960825639388263,0.0036102410349647673,1.883889509594833
22631,0.009864384172920961,0.009864384240434202,m_high,0.0846842490384232,1.1280000000000001,0.20892961308540398,0.005915841297584892,-0.003948542875336069,continuous_direct_verified,gamma_low,0.08549713152657741,1.1173351459817518,0.22922035745289868,0.0018823916072816388,0.0216357753293146,1.2
30846,0.011320842958695898,0.011320842969303942,a1_low,0.13366423946894526,0.712,0.7943282347242817,0.0028944525246300708,-0.008426390434065827,continuous_direct_verified,m_high,0.13962343807980163,0.6549974898993969,0.9229983713927686,0.0033166401302840154,0.030000000000000027,1.0814290483227842
13561,0.011360572140344175,0.011360572059073816,gamma_low,0.1566449108724697,1.016,0.19952623149688797,0.008413202799547093,-0.0029473693407970816,continuous_direct_verified,gamma_low,0.1575074842124649,1.0101161031101344,0.21116542383749173,0.0031953663174591473,0.019582015839636147,1.1999999999999997
16946,0.009559692452824016,0.009559692294820132,gamma_low,0.19540682609832735,0.504,0.1513561248436208,0.0044295590257543045,-0.0051301334270697115,continuous_direct_verified,gamma_low,0.19613994518592215,0.5004164612892331,0.15799417829609633,0.0035950223885550803,0.012272389144009466,1.2
14276,0.011349882532984041,0.011349882497919728,m_high,0.08558370416706186,0.736,0.7943282347242817,0.0020584467684310976,-0.009291435764552942,continuous_direct_verified,m_low,0.0906864207097082,0.6643028755486011,0.9678998165930912,0.002049232958698133,0.030000000000000027,1.0801432724827682
