state_id,candidate_id,a1,a2,a3,m,gamma,continuous_mahalanobis
245,43450,0.06960254944860936,0.025,0.0,0.8153553645312787,0.3360057205799967,3.0091848253938
246,32727,0.19559810776263475,0.025,0.0,1.3028908272180706,0.9499518462643027,1.7445642509343686
247,6364,0.1436112094670534,0.025,0.0,0.9376953115593643,0.23160094732418657,4.10815352201304
248,33639,0.182660373672843,0.025,0.0,1.7543492862023413,0.47469833977520465,2.088149854830971
249,47414,0.04894354306161404,0.025,0.0,0.9904187424387783,0.7501465978752822,2.146805549354132
250,43240,0.19721601232886316,0.025,0.0,0.5568527242168784,0.22341931112110616,1.6324907507046797
251,39235,0.14910801723599434,0.025,0.0,1.4461140998266637,0.9682258677948267,1.7505359128773084
252,10640,0.16806432623416187,0.025,0.0,0.8062655164860189,0.5919562423694879,2.1504554485740996
253,40284,0.14064744655042888,0.025,0.0,0.850102715631947,0.3874053832795471,3.281019584173791
254,7883,0.10157385785132647,0.025,0.0,1.4363408115413039,0.6676782802678645,2.5299773700207555
255,38138,0.07260450441390276,0.025,0.0,0.9316552768740803,0.4404013613332063,3.249150213757361
256,22162,0.08317623622715474,0.025,0.0,0.9373706189263612,0.29416929005645215,3.2664435464672827
257,843,0.10150552187114954,0.025,0.0,1.510888549098745,0.38887587109580635,3.154803127594594
258,26684,0.14731501843780279,0.025,0.0,0.7147142721433193,0.17535344521515073,3.486818343499255
259,30477,0.07770683243870735,0.025,0.0,1.361139255547896,0.1492650284152478,1.7005819276927099
